letter,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
r,0.4103177736491052,1.0,7.529739984884139e-06,0.8078697864227655,0.9278903195861885,-0.4412068298728066,1.0,0.7606328842820741,-0.6288601852200304,0.7904171102203879,0.6079252907221143,-0.804390954432322,0.43291415610538,0.4854845034460765,-0.946966602492531,0.9485814838595673,0.5099905637663766,-0.26078284476764224,0.9409187301967824,0.3054689038974938,-0.5472759125997915,0.8727758274484294,0.1764957391712929,-0.7212321068032095,0.7786140448098161,0.06025860557709432,-0.8145034995703104,0.635649475128335,0.503298181505023,-0.27603058854023266,0.8037885483888417,0.2684281787659992,-0.6049714956798273,0.9004954807750265,0.12263233484085331,-0.7643884219350864,0.9455979178576575,0.0,-0.8041722491606671,0.3093348660443434,0.5419313043010447,-0.3555273239179494,0.31248157166302637,0.437465304505193,-0.9417613712729024,0.4437239588386726,0.5931156610589978,-1.0,0.5096593249832181,0.7043093088148087,-0.8408009783171796,0.0,0.6126687317419721,-0.4643062301605322,0.0572994417362314,0.51037071326921,-0.9312161054012996,0.21701810660847676,0.6269360387824497,-0.8908976970632297,0.30519575637794333,0.730079615792078,-0.7322664855103754
r,0.3964360831251469,1.0,7.69656836952699e-06,0.803305346609887,0.9273207160009437,-0.45764996416513365,1.0,0.7550767534317755,-0.644054967589673,0.796000429128241,0.5987262582935289,-0.8166626810312075,0.4457101525728561,0.47180412244647824,-0.9542368380513816,0.932900879576229,0.500929663112003,-0.2497676589644112,0.9295385778088767,0.3011716614567215,-0.5339193711324547,0.8668047097507776,0.17142083219176338,-0.7079552805726026,0.78274887388003,0.05491709709077702,-0.805847566593276,0.6259440137977029,0.49220784116513416,-0.2617173200897897,0.7863708392327078,0.26128033519100435,-0.588032827773103,0.8881242859251404,0.11914539105127513,-0.7444547979342577,0.9358948690475539,0.0,-0.785476189025006,0.30637757681942174,0.5309327901963897,-0.3420634883643944,0.31169282207851134,0.4219672029800531,-0.9429172150650089,0.44849419036894095,0.5793075483977034,-1.0,0.5133668663798523,0.6922186744414666,-0.8375901951694577,0.0,0.6029804503224969,-0.45303570974009233,0.05960987596280524,0.5020032250721573,-0.948457905654332,0.22597753089996667,0.6193384493046323,-0.9205557684813079,0.31516548086962703,0.7229461992931391,-0.7663998143303373
r,0.40934078633913895,1.0,7.644842941765168e-06,0.8102943729555055,0.9251276719755914,-0.44247426264450723,1.0,0.7545235609547272,-0.6261316979936057,0.8081942771790848,0.6016146341751909,-0.7991656715765976,0.45670714022291214,0.47708534064216046,-0.9388306143461738,0.9400337563087624,0.5000506837508887,-0.24681558284269134,0.9384517503594612,0.3007406692992991,-0.5321331473954031,0.8779259833519556,0.17205708657061747,-0.7069305518974036,0.7914587430312124,0.056049032258811624,-0.8032477526119404,0.6329823243365591,0.4911589630604995,-0.26450990688384923,0.7943039567612434,0.26133513862057567,-0.5926659055065724,0.8962543098533289,0.11900478536496457,-0.7486425098906974,0.9445465823706325,0.0,-0.7870498722519774,0.30922703257802253,0.5304744168649385,-0.3483896322425607,0.3186690741464273,0.42224829314042267,-0.9473102337550182,0.4563979299691851,0.5820015321340151,-1.0,0.5224139767143791,0.6964267066434838,-0.8332289346682556,0.0,0.6039310739036915,-0.46135986808991625,0.06750919326942074,0.5015803363093304,-0.9517899540911681,0.2351677525550937,0.6208291315724945,-0.9162173636145401,0.32553761664297653,0.7259241947270123,-0.7551219714816093
r,0.39702851677028395,1.0,7.72749764903969e-06,0.8066997405749526,0.9252587734249988,-0.450123856085236,1.0,0.7537294080986476,-0.6371162129313208,0.8017124671842304,0.5997006351706654,-0.8115115285999169,0.447796437652019,0.4736703105611069,-0.9518578768932482,0.9352054157778255,0.5016315548183486,-0.24848171528984556,0.9315874545644371,0.3041780531923209,-0.533770816500437,0.8651877015505892,0.17540163990717134,-0.7091996710150643,0.7756848542151143,0.05959752382637582,-0.8068837533534217,0.6263522991454376,0.49327895435964986,-0.26184405719912157,0.7883692539453867,0.2636588709309863,-0.5899854881933679,0.8905287633084981,0.11992964225325448,-0.747956606089213,0.9388151073655833,0.0,-0.7891202644605808,0.30430086000660883,0.5327148467508213,-0.34264222674555406,0.31020192702951255,0.4234639661962745,-0.9406577633060706,0.4503386583979599,0.579951960565345,-1.0,0.5198100604819744,0.6939194664063207,-0.8389596658675518,0.0,0.6053690987274932,-0.4531599209638385,0.05901825071919901,0.50408141337486,-0.9442407810732991,0.22950140704234429,0.6201960307556322,-0.9174928883362541,0.32361939461516437,0.7238830893311993,-0.7640299396235716
r,0.40810275742863955,1.0,7.748937127925864e-06,0.8112497019874726,0.924676960713191,-0.4589281483644538,1.0,0.7533468841219381,-0.6468237970480583,0.7983093546132339,0.5994013294631118,-0.8213740231614898,0.45109631358503655,0.47059253286542885,-0.962844587503149,0.9316386354277293,0.5004724778421102,-0.24208153130906412,0.9232346821560935,0.3033328291542558,-0.521150693872881,0.8609803731658684,0.17291217985296298,-0.6938116885469037,0.7831562642233252,0.055976697804552826,-0.7917491017182792,0.6245927726543705,0.49201139140646283,-0.2525818089613764,0.7772508750731485,0.25868549132456553,-0.5730289469973048,0.8829528706733999,0.11713316791164383,-0.7278962793652342,0.9375755190836386,0.0,-0.7690891679492284,0.3043529132079152,0.5311910365753363,-0.33264109772364964,0.3219285406597456,0.41601915403846,-0.9342203749320229,0.45805812327965495,0.5743911708916011,-1.0,0.5201820517891589,0.691300149638871,-0.8439934549782995,0.0,0.6036468706730536,-0.44241630544122335,0.06719217337827,0.49884517515209914,-0.9423113286011892,0.23657521294349682,0.6164208865572011,-0.9248685269117596,0.3257371746245042,0.7235535576860375,-0.7788094606464627
r,0.4065962236799286,1.0,7.696312472365452e-06,0.8095869292114352,0.9247061382741317,-0.45772974505645353,1.0,0.7536678322149365,-0.6475876526535982,0.8044417619314363,0.5973412705332939,-0.8251433404981263,0.4526894378921212,0.47064320924667374,-0.9691163378349279,0.9320392759984456,0.5010379101689493,-0.2564761979244598,0.916938994464052,0.29947497845538834,-0.540169145775504,0.8514653180396317,0.16908873255861717,-0.7131163445009588,0.7722231219599023,0.051832570989774375,-0.8092306912162305,0.6261788651112332,0.49238088972489596,-0.26676298486299105,0.7755515133972442,0.25771975648534756,-0.5907361095685995,0.8819832004808258,0.11596224512912427,-0.7449510469299296,0.9408235678957909,0.0,-0.7847453474972208,0.30483043172153446,0.5315396006368296,-0.3447375732385519,0.3248269562384668,0.41912801164826463,-0.9416024733831929,0.4587316783526548,0.576764978309099,-1.0,0.518298046822424,0.6926380861458828,-0.8401117941015387,0.0,0.6037300630209335,-0.45259213972572376,0.07174322496119635,0.49805203816117494,-0.9399495357645062,0.23668580096290132,0.6145782822545379,-0.9085944899778009,0.3206717443395476,0.7208300173737137,-0.754265099244703
r,0.4062248036475972,1.0,7.474192319276651e-06,0.8083080899112077,0.9248985043375534,-0.44211418308989425,1.0,0.7531853093060562,-0.6275985498041461,0.7993330880649505,0.5981714897115394,-0.801918802393765,0.4478851334650049,0.47141193318618196,-0.9445580655951727,0.9336183707142807,0.5019512984807036,-0.24987435819160234,0.9215504244031025,0.3038031459833807,-0.5315318314231989,0.856021782799897,0.17362442387797505,-0.7050512588421909,0.7739179668307672,0.0565561564695937,-0.8028062110954041,0.6271932945287728,0.4931607005762487,-0.2670596812798171,0.7754964745761111,0.25658331729517897,-0.5903319657813535,0.8839252203453158,0.11517945283544474,-0.7464246742997811,0.9409727128245576,0.0,-0.7875172297167204,0.30667023216304795,0.5323959799505972,-0.34977319522341915,0.32587569074467054,0.42000273668391286,-0.9403926032495559,0.466715607937928,0.5790908449270545,-1.0,0.528715959316922,0.6959507914401702,-0.8434921196808252,0.0,0.6056145118247448,-0.46099339436670034,0.07027444992495259,0.5002717524653332,-0.9403792068693391,0.23945433067865718,0.6170972947166714,-0.9105093384948639,0.3252423992373525,0.7230349799872263,-0.7599891181957407
r,0.7768946310905783,1.0,4.8041906817146435e-06,0.2998521003648731,0.9301728136869389,-0.22926637609459538,0.0,0.7582582788877333,-0.3666464378337677,0.14491718461656855,0.5974970791032632,-0.5320391879944354,0.4452464459066509,0.4881555667224759,-0.6880481208129128,0.0544842066432391,0.46970329364542623,-0.0905062692614813,0.07439223905466366,0.27281053852130166,-0.29732614033776833,0.11053823066921858,0.14168515816081645,-0.4409230127903964,0.1576402296977607,0.028590477380603375,-0.5527961563784661,0.37586353976450093,0.4618797191401817,-0.1825087344018413,0.26607820454142544,0.22919922636527612,-0.4218367408345827,0.15856136993633804,0.10598157797569174,-0.5820177275364153,0.08985284500386184,0.0,-0.6824843610284668,0.6997160713345457,0.5067998146589052,-0.31815830949574736,0.7031585467264081,0.31331910568017596,-0.7529176939990194,0.5172449354422922,0.46160916486780706,-0.8735589871761302,0.40676294215276687,0.5889273183856247,-0.858239430301435,1.0,0.5901567361668318,-0.46462833623695055,0.7698545212204976,0.5332263819728419,-0.8814667521121837,0.5325305979638019,0.6442377162389205,-0.9915085545053106,0.39295845693353926,0.73745251682672,-1.0
r,0.7790743463955098,1.0,4.643449737673208e-06,0.30646852714909145,0.9328043939835707,-0.21781648060520017,0.0,0.758745433193175,-0.35245568853444575,0.13341611769410477,0.5983578412752557,-0.5124540991148644,0.4330488345371229,0.4878622104260872,-0.6632757284869149,0.07567814392216685,0.4661716984242471,-0.11237555867833676,0.08831099467209128,0.2640296719706235,-0.32725615551685594,0.12199849499618258,0.13107137205539113,-0.4825271894828053,0.15967773274560706,0.0168730881868527,-0.6023075514541514,0.39192141769285416,0.4624185992112978,-0.20443499220990358,0.2909615583469604,0.22656541595138668,-0.44487805570765687,0.18599577781458437,0.10334240564084532,-0.611454475918441,0.1060573200866155,0.0,-0.7177479247578296,0.7078123851382245,0.509524046169077,-0.33613176729344957,0.6895055723879688,0.31011407145523157,-0.7598093296283334,0.5061128960281503,0.4557981368539171,-0.8803262314561835,0.3889660099127714,0.5829029141985316,-0.868525893603089,1.0,0.5932377027644213,-0.4774586874393163,0.7505347888007462,0.5332878066445444,-0.8844455801081581,0.5180357961528149,0.6435896100058824,-0.9923518223462867,0.3773533223706586,0.7373191631577035,-1.0
r,0.7794481786856946,1.0,4.57476049859306e-06,0.29995054412902655,0.930914219177671,-0.2276725783777106,0.0,0.7589914595674421,-0.36644407207887036,0.14148239738746043,0.5979964701596333,-0.5279299936129108,0.434604796319177,0.4848549284048802,-0.6814821033447876,0.07315287815315512,0.47218713471757723,-0.1161235455958906,0.08175478158617995,0.2734992584206219,-0.3270885725276682,0.11222606811176691,0.14309238280998055,-0.47556714825799673,0.15032066967003122,0.02941435857285656,-0.5902030281765525,0.39132778103058347,0.4670027169368366,-0.20346809741400587,0.28091056788493524,0.231559829681009,-0.4403539022145932,0.17812216317324495,0.10708434802109419,-0.6021564434895402,0.10776924113391738,0.0,-0.7053169631001266,0.7077983561607045,0.5144690246898904,-0.332095626801605,0.7021956972324092,0.3187426896505064,-0.7554132035206865,0.5146567761028499,0.4594183627291761,-0.8839114197456641,0.3946262633106257,0.5819341883982815,-0.8789455164882313,1.0,0.5991384087572293,-0.470327599422462,0.7666036909247638,0.5369169711278404,-0.8766988793466954,0.537463547086155,0.6469776028623831,-0.9878628809930834,0.39809198914076643,0.7412560594972424,-1.0
