letter,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
a,0.3063134531359786,1.0,-1.0374180644528022e-05,0.6234380402880154,0.9271642489732669,-0.6672691220379567,0.9223802025808829,0.5593299755416647,-0.7225025756897584,1.0,0.2202612619308346,-0.6571261597871533,0.9631391893710407,0.0,-0.38670998591807887,0.7120704678112991,0.30886932916145393,-0.2912257076412932,0.772458304456137,0.11280140835270369,-0.852942263941588,0.7086842420340946,0.38850171799221384,-0.9708486699029982,0.6613311772757221,0.40010269987959296,-1.0,0.4644574831525286,0.3219612335617712,-0.14638226760810197,0.5309490858305835,0.13920183480712647,-0.8067793444443728,0.5190343430430447,0.453557984482294,-0.7775849537020845,0.48811663775077324,0.4293318563650527,-0.6043843640437798,0.23757288794256312,0.36015102404033517,-0.13097911595041703,0.27174775428085834,0.20389888883156387,-0.8251898597449374,0.31575605099837745,0.48778477297267964,-0.446620606917084,0.29614280763567247,0.4790755877055255,-0.047967083316261996,0.0,0.378086573311217,-0.16568560995903697,0.04331553124091766,0.30184021166608166,-0.5217378586013776,0.10661833505252087,0.49236279685006096,-0.22270368434693763,0.10107659422110751,0.503315452020239,0.07716195099607721
a,0.2633015127962473,1.0,-1.1346831618539234e-05,0.5858178188370369,0.9224461302533429,-0.66451193609248,0.9048333007297726,0.5703899050593563,-0.7407160460951323,1.0,0.2338381054848086,-0.712299668666593,0.9809051663324241,0.0,-0.4833359700546156,0.7040142024160001,0.29216795351652375,-0.26234405590276433,0.8319419640474661,0.11219656895605026,-0.8257823559935006,0.7549939730501748,0.3923817072645789,-0.911769381770923,0.6697190236798719,0.39861374625793927,-0.9194755032083023,0.45710559849329396,0.28271390874549807,-0.16407088011814064,0.6037374892244559,0.10205003100519752,-0.868017969328376,0.5619100358782677,0.4374546211445742,-0.8574928383639353,0.479596314999369,0.42421869585436933,-0.6768375155229075,0.23170897640156968,0.31359225385007367,-0.1966710859669226,0.3428768036563346,0.1498859527101945,-1.0,0.36489976894076276,0.4625764811047556,-0.6580751313092055,0.28403665985624477,0.4638881077170001,-0.2535335707062305,0.0,0.33300564076513817,-0.26790846041795774,0.12712482607323342,0.25238721752358273,-0.7193447160056945,0.17135139920400672,0.46429030181855674,-0.4290011080056394,0.10651812000065655,0.4791640619674639,-0.1176541697731905
a,0.2160860142946251,1.0,-1.255345854045718e-05,0.5454257446247229,0.9712488155320013,-0.6194724117851393,0.8797921563061218,0.6023682629495682,-0.6516012447049646,1.0,0.23457858171129523,-0.5793419872384663,0.9654503708551099,0.0,-0.30872034093873196,0.7077313402241227,0.31381992445437235,-0.31558347994543384,0.817560383044953,0.10802671330206892,-0.873969596706706,0.7335024156035628,0.394196850272067,-0.9561457719889778,0.6684248193800544,0.40669876008263606,-0.9645347939930637,0.4554494868185214,0.2989848213459494,-0.2146755697404265,0.586751109184154,0.09839435965671235,-0.9146076869717756,0.5369185654375506,0.4482942489655298,-0.8642418349339006,0.4693801072044051,0.44123993574675274,-0.6585245983853446,0.22991264591446542,0.3180997384096921,-0.2377599307165066,0.32768066485186753,0.14716050713657627,-1.0,0.338399168230754,0.4687954075715876,-0.6142597077548837,0.2715079762289253,0.476739211449334,-0.19452775932832725,0.0,0.31696291004815197,-0.29908267079408385,0.11245209560697213,0.23263605271086066,-0.7116961195559315,0.1461622421985532,0.45527935981103895,-0.41102938815586343,0.09389842173053509,0.47252877776541385,-0.10526365248290587
a,0.22149834305111307,1.0,-9.457589902061151e-06,0.5340416944677253,0.9442883727096689,-0.631067725858871,0.8645348334385171,0.5796134006546868,-0.708873419111009,1.0,0.238804952835731,-0.6854557956354743,0.9785669901604224,0.0,-0.4832210074602367,0.6842846360669198,0.29336545933823066,-0.29708361801645794,0.8178497211095045,0.10877881002450136,-0.8288314074049756,0.7334036797081853,0.3979003444593924,-0.9539346798417675,0.65124621103843,0.4011214016222549,-1.0,0.4448227858345371,0.2777113389840278,-0.1806200082139203,0.5928792704075979,0.09093661318191135,-0.8415194692480672,0.543766826080629,0.4360297299215295,-0.860460642942731,0.4693956799499286,0.42396400590501815,-0.7216594957295821,0.224229764505206,0.3002199241635171,-0.1810165983085206,0.33744152226035545,0.14400993382399965,-0.8915473562256181,0.3490718585440454,0.46271180020396563,-0.5862007250272202,0.27885020494344215,0.46573901638914944,-0.23303671147049007,0.0,0.3033606039607861,-0.22310498925556305,0.12833478113026803,0.23855189566070956,-0.6311474884280157,0.16228912151664746,0.4521745906278472,-0.39378177679201615,0.10680495240331397,0.46203879321481756,-0.13524384776685325
a,0.21127799231653346,1.0,-1.0079920677526116e-05,0.5238502864093848,0.9498827797743737,-0.6112006565018381,0.8591003125469009,0.5823198115039319,-0.6758058068552922,1.0,0.23953234119826744,-0.6437820708096249,0.9762702876597825,0.0,-0.43079405923474007,0.6893090816879249,0.2980725017181369,-0.280784087592041,0.8189616690043033,0.10559469712072586,-0.8269698104981242,0.7291144609551042,0.39448492817090913,-0.9556383009381654,0.6512624901863916,0.3988084045615973,-1.0,0.4476515025875703,0.2811515964104211,-0.18075649982257902,0.5919845300929936,0.08736215682384031,-0.8560939908653388,0.5377254984647603,0.43251874497328485,-0.8720685094285948,0.4648318626565909,0.42274801390929984,-0.7223697980158906,0.22492475284942706,0.3029173763147905,-0.19777553248837215,0.33383299624547935,0.13639570632116288,-0.9147444881479777,0.3431911901947801,0.45796834475887455,-0.5918622997472259,0.27625252991016225,0.463909925038981,-0.22288250222461337,0.0,0.3041321633566531,-0.25512321874018196,0.12078982407393948,0.2322834905746068,-0.6562633761895913,0.15295543067533912,0.4486070056572885,-0.39832606352254646,0.10146338567432953,0.46033993983395,-0.12374798644422359
a,0.2189029147780529,1.0,-1.0096796466251195e-05,0.5278483622578516,0.9444289507108101,-0.6487895671925775,0.8687072530037137,0.5911348032506825,-0.7503820363414708,1.0,0.241113339325896,-0.7547220473965933,0.9612628157886013,0.0,-0.5800128043169551,0.6937547966963095,0.3042490352973994,-0.2928673750608063,0.8198307237118881,0.12905034357248346,-0.8514198828484103,0.7322641683040513,0.4077632664988256,-0.967171228097183,0.6517321469822098,0.4089238974871447,-1.0,0.45221688256269144,0.28156483957293804,-0.19361092048426734,0.5927715858646978,0.09700288120831477,-0.8909366572057881,0.5400396163458469,0.4386066299783142,-0.8917279721707424,0.4676077956941113,0.425558864777039,-0.7256070695899428,0.23007947202789206,0.2994545938346263,-0.2189959054805694,0.33209989502891624,0.139758649568394,-0.9840010032981382,0.3404754209702122,0.46050012676424334,-0.6582209963244695,0.2721320830883092,0.46333026543710537,-0.2759258087335823,0.0,0.3028681591407527,-0.28659262869178476,0.11865021120976293,0.23505700810205193,-0.7206015113644757,0.1480358210055985,0.4483813007390834,-0.46823501032318054,0.09226179976211754,0.4573592263853242,-0.19248709857964164
a,0.2237254382781096,1.0,-9.896520148858787e-06,0.5467044001405958,0.9282067458496212,-0.6276660721261147,0.8669119330528822,0.5829849907643725,-0.7302378403007578,1.0,0.24342986069293154,-0.7459109993408546,0.975017726754662,0.0,-0.5787519264717257,0.6954624165928873,0.3015257993072482,-0.2763869142816769,0.813637436899382,0.1043744489573207,-0.8423329905166582,0.736973477765329,0.38519342340981516,-0.9721108914742955,0.6574911527460436,0.4028825711198405,-1.0,0.4583432910100721,0.2886499631937557,-0.18361105771424735,0.578079233129307,0.10248281964534378,-0.826101557722088,0.5411654835095498,0.43512965394592223,-0.8197216260469725,0.47255067128774525,0.42029767974247517,-0.6690079307116814,0.23202584111166727,0.3093576578297855,-0.21682059352684357,0.33205767581913015,0.14286917068964666,-0.933078067937608,0.34703557425548526,0.4571486888192226,-0.5990687919773497,0.2838323935794572,0.4610937267605315,-0.22305877635061813,0.0,0.321372178538263,-0.29336303510631867,0.11404528661806485,0.23312196681900402,-0.6889118392622646,0.14835529038376857,0.44216038592775075,-0.40826069842627943,0.09234770308196515,0.46305838870699184,-0.1154401235761024
a,0.20359850936868037,1.0,-1.0153419792239386e-05,0.5267814496625222,0.9440549614342479,-0.6460878338360799,0.8637408939935277,0.5893700357943381,-0.7281126920648208,1.0,0.24023663159047642,-0.7116293271702941,0.9686760634653496,0.0,-0.5079953762685359,0.6962965465022193,0.3073769111483051,-0.2800339483243466,0.8150850936240864,0.11190211197269469,-0.8357406419534023,0.7259462868477043,0.39455872007482773,-0.9613939114637284,0.6504013868788211,0.4051713209911848,-1.0,0.45625053701773566,0.28827551873492113,-0.1709030792447022,0.5815715493088229,0.09199536099748075,-0.8413133873125637,0.5331492368591592,0.4295291298895571,-0.8401494681002643,0.46893145767690986,0.4199542457219466,-0.6832520238581203,0.23061053507170434,0.3060500625146425,-0.18740704528240174,0.33144748085260184,0.13590750996858905,-0.9246377511320192,0.34129805485568415,0.453587989784401,-0.5879485036763511,0.28058797024722393,0.459417347505034,-0.2061864960686303,0.0,0.30897035960549024,-0.24761099342342538,0.11979605735129906,0.23006237093409027,-0.6628172780244974,0.14702669799072265,0.44268081617040295,-0.3948351118986939,0.09287515107053673,0.45795601617423515,-0.1111113354750052
a,0.9243280767452922,0.9642730883814298,-2.2112922079043668e-05,0.5850724009030435,1.0,-0.6388764059762871,0.2465548022750263,0.6151398773201616,-0.591285980159329,0.10214539802911445,0.22671470007771968,-0.4905308100086759,0.0,0.0,-0.19404753619744097,0.34959646084690466,0.2685366556265256,-0.05917311394252522,0.29991642828910786,0.07498501866193942,-0.7554247743264045,0.4063977577994681,0.3855562306318165,-0.9283990803840598,0.4372194737159433,0.42059478398319095,-1.0,0.588607283299726,0.22805922049679206,0.02919903936384673,0.5019960910546448,0.05661015017791513,-0.7306612935971013,0.5584703027339171,0.42810013750202514,-0.635078691007674,0.5814859351657701,0.42486362966165575,-0.40130153864533674,0.8045661305125509,0.23526589517723145,-0.060705889873884776,0.7276022790457752,0.04768211418319038,-0.8853920087349301,0.7499604751026643,0.413925398607365,-0.3237453253635334,0.7895711213682314,0.4427515651619273,0.22157637599382143,1.0,0.2269149279849732,-0.210377223979647,0.9409404245911853,0.1277403159789287,-0.5680681041817377,0.932759943191334,0.3858085444033157,-0.1579531099333388,0.964492406530317,0.4198923898062176,0.21465070171326456
a,0.9446064727059995,0.9468267886938465,-2.1473568132305113e-05,0.6175818368584339,1.0,-0.6176969650808389,0.2637288115113738,0.6222960839281448,-0.5792267079656502,0.10638485328596839,0.22802564038224887,-0.48757352150001393,0.0,0.0,-0.21031690260040936,0.3473783558771619,0.2645543409719378,-0.11101911982145685,0.2906055325896647,0.06565580916518271,-0.787599242690769,0.40941470625895626,0.3752451051064757,-0.9409718922696185,0.4437978417600616,0.41277662876304644,-1.0,0.583391859854532,0.21313130884514736,-0.033502277881952126,0.49736819449835595,0.043006989724220984,-0.7908484547337268,0.5659575853476106,0.41757376758661613,-0.7009723879541407,0.5862402344618589,0.41288080689067147,-0.47386167862958944,0.8007262155350113,0.21146639669006242,-0.1244673431551408,0.7253376791477935,0.030734084594176578,-0.9575556829021482,0.7607320018990282,0.39935101503676623,-0.4296772670615217,0.7966581398350047,0.42090994014702615,0.09463735841255218,1.0,0.19644322908492948,-0.27058172810132275,0.9369204091335273,0.10299184012620054,-0.6543562811087374,0.9409854641098591,0.3636010108686388,-0.27636718254126574,0.974735506274127,0.39306638094640184,0.07578334022455718
a,0.9611373613568748,0.9436947580005607,-2.2153871376802422e-05,0.6289879249812985,1.0,-0.6351958633974462,0.2722432426568718,0.6185363601792696,-0.5774362531118808,0.11461564122152217,0.22171054086348482,-0.4688671424611798,0.0,0.0,-0.16572613612920617,0.34744128424875853,0.25562121511173497,-0.053377514026403686,0.2912371655984308,0.0568698614037832,-0.7546298839285828,0.41549297718121514,0.37093536134959393,-0.9299166452563354,0.4514207039466341,0.4099784553301628,-1.0,0.5838054988053117,0.2006816927908073,0.026688721417207833,0.49781223263764157,0.028454722751602678,-0.7498419854274747,0.5708318687291181,0.4075707183585866,-0.6671327157876619,0.5914795932425954,0.40304352585674325,-0.43744078408640746,0.8015388863086569,0.1957599560152407,-0.07337350829054431,0.7266844101901723,0.014492421282923391,-0.9229739393026603,0.7663938196935958,0.3854070351045443,-0.3927154142994012,0.8036751740446559,0.4054768559960492,0.13818673373690227,1.0,0.17692038163439744,-0.23217517152522982,0.9411557089079964,0.08249599313366021,-0.6075083183882893,0.9462832070656626,0.34548312666338526,-0.21573975752958105,0.9796409859683733,0.37399480274424274,0.14711395590779594
a,0.9522542703350121,0.948709361264562,-2.248508928251975e-05,0.6266488878089245,1.0,-0.5722133433413571,0.2717896689707253,0.6193088230734539,-0.5081911638194727,0.1124249426379214,0.22511839783149132,-0.4053607484716949,0.0,0.0,-0.1177210328889103,0.35308096694252794,0.25392147608188753,-0.06596390597571575,0.2874366296571388,0.062077766536594726,-0.7636481148420725,0.40566118957422415,0.37608681105851594,-0.930756351745688,0.443600046334078,0.4082148963713843,-0.9989018011272973,0.5846671208262472,0.20280333361115957,-0.022921153213418782,0.48912885427670555,0.032508985791707794,-0.8131707790219481,0.5603991827831218,0.41386086898756774,-0.7345825823617457,0.5880279467827261,0.4056061147923281,-0.5071278641258627,0.8009434273919059,0.19917587112857926,-0.1468880138912046,0.7139736701785881,0.01550757302105939,-1.0,0.7556980819432194,0.38817370304802556,-0.45934803515402867,0.7997604044887279,0.40464136486668173,0.07663946897459809,1.0,0.17924233259972933,-0.32274795692407954,0.9318716694741142,0.08854085492546235,-0.7003967919381311,0.9390899510560393,0.3532244958782853,-0.3020123291414168,0.9777474760643172,0.3748789919368009,0.06400169883878608
a,0.9446115723344511,0.946626203784616,-2.2026686618946374e-05,0.6183708804216023,1.0,-0.563325595130903,0.26490681506134206,0.6190086836997805,-0.48177700558572345,0.10740118782072564,0.22292084480806426,-0.34754080055940795,0.0,0.0,-0.033561189515799415,0.3544296054281424,0.26807212067475716,-0.11437285167393074,0.288119119148592,0.0636395279003236,-0.7877260378421472,0.4028512875390506,0.3779547424939315,-0.9455338372671651,0.444092167280409,0.41922627672843726,-1.0,0.5852886111960006,0.21896026089146817,-0.0552613151076847,0.49277782459389274,0.03350317551933255,-0.8007816355489524,0.5586513980702059,0.4122391640894032,-0.7158256674911088,0.5880455445216177,0.41386488522838083,-0.4915799060734252,0.800638481560486,0.21190579114908398,-0.1561087878472639,0.7204720891911293,0.01865774562311272,-0.9863564377754911,0.7569189423528923,0.3903000129416457,-0.47459642079173325,0.8007505018067071,0.41746116285055535,0.04441633682725142,1.0,0.19089608546522463,-0.3061859135327633,0.935810875981404,0.08825927159519303,-0.6914511170175339,0.9396053503035545,0.3558850740580687,-0.3139675421787337,0.9778345437273231,0.38858306042468826,0.04124230484028619
a,0.9597063831466727,0.9405575105495407,-2.0582317790249865e-05,0.6371627219506714,1.0,-0.5365637396876466,0.2751268046204145,0.6258595123251752,-0.4756508831636368,0.10969064090816197,0.22549690718438364,-0.3673330152288922,0.0,0.0,-0.09655498004293958,0.3548795089878604,0.28167051664200277,-0.13011170461222432,0.29290689915441015,0.06553762719557767,-0.7738613083472918,0.4072212199975582,0.3716982269279598,-0.9198871821729208,0.4448366636156393,0.41333469908291126,-0.971685916995762,0.583993423871096,0.2285567396740087,-0.08875737617858091,0.49944969659497546,0.03664372209662639,-0.8137012337019977,0.5668441330689042,0.4107795444513925,-0.7503320714261255,0.5901885850322359,0.4130800961014767,-0.5507518042839447,0.7983178195754768,0.216390682683488,-0.19939965227010503,0.7264988434479269,0.020533754465371645,-1.0,0.7669490470428311,0.39165927905231157,-0.5320983919187608,0.802014706554775,0.41650608760805574,-0.055241168109344145,1.0,0.188696382308434,-0.35757390701231556,0.9412166344143975,0.08673296520985073,-0.7402789501694517,0.9517454000716253,0.3580736399502883,-0.40103856164955615,0.9847693467440264,0.3916396572650062,-0.0810881875811107
a,0.9424843865357524,0.9484467571221488,-2.147830496257645e-05,0.6213385857209665,1.0,-0.5871374783131114,0.26742193925584506,0.6269155707064987,-0.5252832869201602,0.10603390490446278,0.22880482981122063,-0.4211212494212847,0.0,0.0,-0.1453793156976383,0.36400270907920457,0.2821976760836626,-0.04869135632110757,0.2898640491517706,0.08504687167120603,-0.7436375800363324,0.40251878510332323,0.3935751012992771,-0.8979443560974556,0.44184736423829596,0.4241744105887649,-0.9386700023091141,0.5912441460249872,0.23083651474151295,0.0030694428499253093,0.4919279038001069,0.05417717920989006,-0.7720792474405404,0.5613633978720549,0.4342754602360559,-0.6693574268447308,0.5896116716317984,0.42279089690124044,-0.4099391360598141,0.8022343326354978,0.22062764443421057,-0.12462350611600657,0.717551463233322,0.035781145263982704,-1.0,0.7570174397504205,0.4082779311723768,-0.5071747689630626,0.798738209995562,0.42104373101336906,0.018996236815530216,1.0,0.1947131982570056,-0.3047349724433821,0.9383190138924539,0.09797017559973423,-0.711706409905924,0.946142772174221,0.3694640873183814,-0.3527316662420889,0.9836445347263397,0.3990727769706434,-0.0041270759076339845
a,0.9341223892608891,0.9477553100493976,-2.1008479746828624e-05,0.6110331973912212,1.0,-0.6072273796330531,0.26049306229928576,0.6266451263910386,-0.5583267935071577,0.1029140669496951,0.2321446971296236,-0.4546586078172294,0.0,0.0,-0.180198598412413,0.35137034991379035,0.2781036481335268,-0.11615565085571296,0.2920787941506691,0.08421855666157757,-0.7952738749048551,0.39967429039682284,0.3922728677808076,-0.9484973022011898,0.43645991574633597,0.4237267544774068,-1.0,0.585433370413677,0.2308574291133606,-0.04529460686686569,0.49487532991022304,0.05621603774058927,-0.8157557427949031,0.5573914969113596,0.4336815032416068,-0.73397505578536,0.5863787037619459,0.42374003876396116,-0.5012022654954111,0.8012678547886636,0.22552981073057862,-0.14331652461425068,0.7237207066002724,0.04242856581396919,-0.9988730248559993,0.7550026151551472,0.41464257388076614,-0.5092559228409776,0.7952082775045819,0.42808943807674366,0.0009353193591347955,1.0,0.20349131699797424,-0.29370464803282187,0.9415096209274452,0.10784958167919302,-0.6887520372683322,0.9448906244749226,0.3771461952254622,-0.3304471529822812,0.9816728893285298,0.4035122690022599,0.010880824728520888
a,0.955899534485202,0.9425822256024105,-2.138310426312687e-05,0.6246729801041373,1.0,-0.5972847456879742,0.26875070406768137,0.6205747367897567,-0.5276924085237772,0.10846618982219577,0.22612691882603816,-0.3968653771341159,0.0,0.0,-0.0859868031161113,0.35109388006535686,0.2912956057458245,-0.13059489890445033,0.2953128711631229,0.08219344870369116,-0.7974263202998186,0.4085525848168702,0.3860048890782861,-0.9323349618449734,0.44651688304756515,0.4253332453036296,-0.9705175177950167,0.5827754152028591,0.2400802213546914,-0.0629021205108252,0.505597883045187,0.05508305516804385,-0.8076635827713902,0.571538517027142,0.4279646703644858,-0.7083130477191139,0.596702105143651,0.42585799379733563,-0.4749851419547224,0.7983763307484709,0.23057561994490142,-0.16372562910102229,0.7352252800791145,0.04152561192791053,-1.0,0.7697709471310018,0.4110550102763247,-0.5004102603582533,0.8064091539764201,0.43398658804585205,0.004725644522305863,1.0,0.20578948496621288,-0.319184185184556,0.9540139762774441,0.10978853150162955,-0.7277321785683435,0.9568578151886963,0.38154569298954877,-0.38174923619466816,0.9855662492126993,0.415495480046267,-0.05310903693843185
